run_accession	sample_accession	tax_id	scientific_name	submitted_ftp	sample_alias
ERR1662415	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662415/run2_FS844_TTCAGC_L004_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662415/run2_FS844_TTCAGC_L004_R2_005.fastq.gz	FS844
ERR1662417	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662417/run2_FS844_TTCAGC_L006_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662417/run2_FS844_TTCAGC_L006_R2_005.fastq.gz	FS844
ERR1662418	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662418/run1_FS844_TTCAGC_L006_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662418/run1_FS844_TTCAGC_L006_R2_002.fastq.gz	FS844
ERR1662422	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662422/run1_FS844_TTCAGC_L006_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662422/run1_FS844_TTCAGC_L006_R2_003.fastq.gz	FS844
ERR1662424	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662424/run2_FS844_TTCAGC_L005_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662424/run2_FS844_TTCAGC_L005_R2_007.fastq.gz	FS844
ERR1662426	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662426/run1_FS844_TTCAGC_L006_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662426/run1_FS844_TTCAGC_L006_R2_004.fastq.gz	FS844
ERR1662427	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662427/run2_FS844_TTCAGC_L004_R1_008.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662427/run2_FS844_TTCAGC_L004_R2_008.fastq.gz	FS844
ERR1662431	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662431/run2_FS844_TTCAGC_L005_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662431/run2_FS844_TTCAGC_L005_R2_001.fastq.gz	FS844
ERR1662432	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662432/run2_FS844_TTCAGC_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662432/run2_FS844_TTCAGC_L006_R2_001.fastq.gz	FS844
ERR1662434	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662434/run2_FS844_TTCAGC_L004_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662434/run2_FS844_TTCAGC_L004_R2_002.fastq.gz	FS844
ERR1662437	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662437/run2_FS844_TTCAGC_L004_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662437/run2_FS844_TTCAGC_L004_R2_003.fastq.gz	FS844
ERR1662438	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662438/run2_FS844_TTCAGC_L005_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662438/run2_FS844_TTCAGC_L005_R2_003.fastq.gz	FS844
ERR1662441	SAMEA4470836	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662441/run2_FS844_TTCAGC_L005_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662441/run2_FS844_TTCAGC_L005_R2_004.fastq.gz	FS844
ERR1662443	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662443/run1_FS848_AAGACG_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662443/run1_FS848_AAGACG_L006_R2_001.fastq.gz	FS848
ERR1662446	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662446/run2_FS848_AAGACG_L006_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662446/run2_FS848_AAGACG_L006_R2_002.fastq.gz	FS848
ERR1662450	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662450/run2_FS848_AAGACG_L006_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662450/run2_FS848_AAGACG_L006_R2_003.fastq.gz	FS848
ERR1662451	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662451/run1_FS848_AAGACG_L006_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662451/run1_FS848_AAGACG_L006_R2_003.fastq.gz	FS848
ERR1662458	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662458/run2_FS848_AAGACG_L006_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662458/run2_FS848_AAGACG_L006_R2_005.fastq.gz	FS848
ERR1662459	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662459/run1_FS848_AAGACG_L006_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662459/run1_FS848_AAGACG_L006_R2_005.fastq.gz	FS848
ERR1662461	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662461/run2_FS848_AAGACG_L005_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662461/run2_FS848_AAGACG_L005_R2_006.fastq.gz	FS848
ERR1662463	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662463/run2_FS848_AAGACG_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662463/run2_FS848_AAGACG_L004_R2_001.fastq.gz	FS848
ERR1662464	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662464/run2_FS848_AAGACG_L005_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662464/run2_FS848_AAGACG_L005_R2_001.fastq.gz	FS848
ERR1662465	SAMEA4470837	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662465/run2_FS848_AAGACG_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662465/run2_FS848_AAGACG_L006_R2_001.fastq.gz	FS848
ERR1662466	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662466/run1_FS854_CCTCGG_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662466/run1_FS854_CCTCGG_L006_R2_001.fastq.gz	FS854
ERR1662471	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662471/run2_FS854_CCTCGG_L004_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662471/run2_FS854_CCTCGG_L004_R2_004.fastq.gz	FS854
ERR1662474	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662474/run1_FS854_CCTCGG_L006_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662474/run1_FS854_CCTCGG_L006_R2_003.fastq.gz	FS854
ERR1662478	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662478/run1_FS854_CCTCGG_L006_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662478/run1_FS854_CCTCGG_L006_R2_004.fastq.gz	FS854
ERR1662479	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662479/run2_FS854_CCTCGG_L004_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662479/run2_FS854_CCTCGG_L004_R2_006.fastq.gz	FS854
ERR1662481	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662481/run2_FS854_CCTCGG_L006_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662481/run2_FS854_CCTCGG_L006_R2_006.fastq.gz	FS854
ERR1662483	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662483/run2_FS854_CCTCGG_L004_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662483/run2_FS854_CCTCGG_L004_R2_007.fastq.gz	FS854
ERR1662490	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662490/run1_FS854_CCTCGG_L006_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662490/run1_FS854_CCTCGG_L006_R2_007.fastq.gz	FS854
ERR1662491	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662491/run2_FS854_CCTCGG_L004_R1_009.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662491/run2_FS854_CCTCGG_L004_R2_009.fastq.gz	FS854
ERR1662492	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662492/run2_FS854_CCTCGG_L005_R1_009.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662492/run2_FS854_CCTCGG_L005_R2_009.fastq.gz	FS854
ERR1662503	SAMEA4470841	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662503/run2_FS854_CCTCGG_L006_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662503/run2_FS854_CCTCGG_L006_R2_002.fastq.gz	FS854
ERR1662504	SAMEA4470842	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662504/run1_FS856_GGATGT_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662504/run1_FS856_GGATGT_L006_R2_001.fastq.gz	FS856
ERR1662506	SAMEA4470842	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662506/run2_FS856_GGATGT_L005_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662506/run2_FS856_GGATGT_L005_R2_002.fastq.gz	FS856
ERR1662524	SAMEA4470842	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662524/run1_FS856_GGATGT_L006_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662524/run1_FS856_GGATGT_L006_R2_006.fastq.gz	FS856
ERR1662527	SAMEA4470842	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662527/run1_FS856_GGATGT_L006_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662527/run1_FS856_GGATGT_L006_R2_007.fastq.gz	FS856
ERR1662531	SAMEA4470842	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662531/run2_FS856_GGATGT_L005_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662531/run2_FS856_GGATGT_L005_R2_001.fastq.gz	FS856
ERR1664672	SAMEA4473424	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664672/FS841_RNA_AAGGGA_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664672/FS841_RNA_AAGGGA_L002_R2_003.fastq.gz	FS841-RNA
ERR1664673	SAMEA4473424	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664673/FS841_RNA_AAGGGA_L002_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664673/FS841_RNA_AAGGGA_L002_R2_004.fastq.gz	FS841-RNA
ERR1664674	SAMEA4473425	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664674/FS844_RNA_GGACCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664674/FS844_RNA_GGACCC_L002_R2_001.fastq.gz	FS844-RNA
ERR1664675	SAMEA4473425	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664675/FS844_RNA_GGACCC_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664675/FS844_RNA_GGACCC_L002_R2_003.fastq.gz	FS844-RNA
ERR1664677	SAMEA4473425	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664677/FS844_RNA_GGACCC_L002_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664677/FS844_RNA_GGACCC_L002_R2_007.fastq.gz	FS844-RNA
ERR1664684	SAMEA4473425	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664684/FS844_RNA_GGACCC_L002_R1_010.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664684/FS844_RNA_GGACCC_L002_R2_010.fastq.gz	FS844-RNA
ERR1664688	SAMEA4473426	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664688/FS848_RNA_TTCAGC_L002_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664688/FS848_RNA_TTCAGC_L002_R2_005.fastq.gz	FS848-RNA
ERR1664689	SAMEA4473426	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664689/FS848_RNA_TTCAGC_L002_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664689/FS848_RNA_TTCAGC_L002_R2_007.fastq.gz	FS848-RNA
ERR1664690	SAMEA4473426	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664690/FS848_RNA_TTCAGC_L002_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664690/FS848_RNA_TTCAGC_L002_R2_002.fastq.gz	FS848-RNA
ERR1664692	SAMEA4473426	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664692/FS848_RNA_TTCAGC_L002_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664692/FS848_RNA_TTCAGC_L002_R2_006.fastq.gz	FS848-RNA
ERR1664693	SAMEA4473427	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664693/FS851_AAGGGA_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664693/FS851_AAGGGA_L001_R2_001.fastq.gz	FS851-RNA
ERR1664694	SAMEA4473427	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664694/FS851_AAGGGA_L001_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664694/FS851_AAGGGA_L001_R2_003.fastq.gz	FS851-RNA
ERR1664695	SAMEA4473427	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664695/FS851_AAGGGA_L001_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664695/FS851_AAGGGA_L001_R2_005.fastq.gz	FS851-RNA
ERR1664699	SAMEA4473427	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664699/FS851_AAGGGA_L001_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664699/FS851_AAGGGA_L001_R2_006.fastq.gz	FS851-RNA
ERR1664706	SAMEA4473428	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664706/FS852_CCTTCA_L001_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664706/FS852_CCTTCA_L001_R2_006.fastq.gz	FS852-RNA
ERR1664708	SAMEA4473429	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664708/FS854_GGACCC_L001_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664708/FS854_GGACCC_L001_R2_002.fastq.gz	FS854-RNA
ERR1664711	SAMEA4473430	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664711/FS856_TTCAGC_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664711/FS856_TTCAGC_L001_R2_001.fastq.gz	FS856-RNA
ERR1664712	SAMEA4473430	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664712/FS856_TTCAGC_L001_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664712/FS856_TTCAGC_L001_R2_002.fastq.gz	FS856-RNA
ERR1664715	SAMEA4473431	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664715/FS872_RNA_CCTTCA_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664715/FS872_RNA_CCTTCA_L002_R2_003.fastq.gz	FS872-RNA
ERR1664716	SAMEA4473431	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664716/FS872_RNA_CCTTCA_L002_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664716/FS872_RNA_CCTTCA_L002_R2_005.fastq.gz	FS872-RNA
ERR1664717	SAMEA4473431	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664717/FS872_RNA_CCTTCA_L002_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664717/FS872_RNA_CCTTCA_L002_R2_002.fastq.gz	FS872-RNA
ERR1664718	SAMEA4473431	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664718/FS872_RNA_CCTTCA_L002_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664718/FS872_RNA_CCTTCA_L002_R2_004.fastq.gz	FS872-RNA
ERR1664722	SAMEA4473432	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664722/FS879_RNA_AAGACG_L002_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664722/FS879_RNA_AAGACG_L002_R2_005.fastq.gz	FS879-RNA
ERR1664728	SAMEA4473433	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664728/FS881_RNA_CCTCGG_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664728/FS881_RNA_CCTCGG_L002_R2_003.fastq.gz	FS881-RNA
ERR1664729	SAMEA4473433	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664729/FS881_RNA_CCTCGG_L002_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664729/FS881_RNA_CCTCGG_L002_R2_004.fastq.gz	FS881-RNA
ERR5957047	SAMEA8800963	155863	Methanothermococcus okinawensis	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957047/MidCaymanRise_DCO_Methanothermococcus_SAGs-M21-QUALITY_PASSED_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957047/MidCaymanRise_DCO_Methanothermococcus_SAGs-M21-QUALITY_PASSED_R2.fastq.gz	SCGC AD-155-M21
ERR5957048	SAMEA8800964	155863	Methanothermococcus okinawensis	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957048/MidCaymanRise_DCO_Methanothermococcus_SAGs-N22--QUALITY_PASSED_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957048/MidCaymanRise_DCO_Methanothermococcus_SAGs-N22--QUALITY_PASSED_R2.fastq.gz	SCGC AD-155-N22
