run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR1662458	PRJEB15541	SAMEA4470837	ERX1732779	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1662458/ERR1662458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1662458/ERR1662458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662458/run2_FS848_AAGACG_L006_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662458/run2_FS848_AAGACG_L006_R2_005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/008/ERR1662458	
ERR1662459	PRJEB15541	SAMEA4470837	ERX1732780	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1662459/ERR1662459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1662459/ERR1662459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662459/run1_FS848_AAGACG_L006_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662459/run1_FS848_AAGACG_L006_R2_005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/009/ERR1662459	
ERR1662461	PRJEB15541	SAMEA4470837	ERX1732782	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662461/ERR1662461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662461/ERR1662461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662461/run2_FS848_AAGACG_L005_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662461/run2_FS848_AAGACG_L005_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/001/ERR1662461	
ERR1662463	PRJEB15541	SAMEA4470837	ERX1732784	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1662463/ERR1662463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1662463/ERR1662463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662463/run2_FS848_AAGACG_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662463/run2_FS848_AAGACG_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/003/ERR1662463	
ERR1662464	PRJEB15541	SAMEA4470837	ERX1732785	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662464/ERR1662464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662464/ERR1662464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662464/run2_FS848_AAGACG_L005_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662464/run2_FS848_AAGACG_L005_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1662464	
ERR1662465	PRJEB15541	SAMEA4470837	ERX1732786	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1662465/ERR1662465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1662465/ERR1662465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662465/run2_FS848_AAGACG_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662465/run2_FS848_AAGACG_L006_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/005/ERR1662465	
ERR1662466	PRJEB15541	SAMEA4470841	ERX1732787	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1662466/ERR1662466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1662466/ERR1662466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662466/run1_FS854_CCTCGG_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662466/run1_FS854_CCTCGG_L006_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/006/ERR1662466	
ERR1662471	PRJEB15541	SAMEA4470841	ERX1732792	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662471/ERR1662471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662471/ERR1662471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662471/run2_FS854_CCTCGG_L004_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662471/run2_FS854_CCTCGG_L004_R2_004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/001/ERR1662471	
ERR1662474	PRJEB15541	SAMEA4470841	ERX1732795	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662474/ERR1662474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662474/ERR1662474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662474/run1_FS854_CCTCGG_L006_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662474/run1_FS854_CCTCGG_L006_R2_003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1662474	
ERR1662478	PRJEB15541	SAMEA4470841	ERX1732799	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1662478/ERR1662478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1662478/ERR1662478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662478/run1_FS854_CCTCGG_L006_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662478/run1_FS854_CCTCGG_L006_R2_004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/008/ERR1662478	
ERR1662479	PRJEB15541	SAMEA4470841	ERX1732800	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1662479/ERR1662479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1662479/ERR1662479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662479/run2_FS854_CCTCGG_L004_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662479/run2_FS854_CCTCGG_L004_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/009/ERR1662479	
ERR1662481	PRJEB15541	SAMEA4470841	ERX1732802	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662481/ERR1662481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662481/ERR1662481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662481/run2_FS854_CCTCGG_L006_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662481/run2_FS854_CCTCGG_L006_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/001/ERR1662481	
ERR1662483	PRJEB15541	SAMEA4470841	ERX1732804	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1662483/ERR1662483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1662483/ERR1662483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662483/run2_FS854_CCTCGG_L004_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662483/run2_FS854_CCTCGG_L004_R2_007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/003/ERR1662483	
ERR1662490	PRJEB15541	SAMEA4470841	ERX1732811	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/000/ERR1662490/ERR1662490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/000/ERR1662490/ERR1662490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662490/run1_FS854_CCTCGG_L006_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662490/run1_FS854_CCTCGG_L006_R2_007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/000/ERR1662490	
ERR1662491	PRJEB15541	SAMEA4470841	ERX1732812	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662491/ERR1662491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662491/ERR1662491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662491/run2_FS854_CCTCGG_L004_R1_009.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662491/run2_FS854_CCTCGG_L004_R2_009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/001/ERR1662491	
ERR1662492	PRJEB15541	SAMEA4470841	ERX1732813	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1662492/ERR1662492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1662492/ERR1662492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662492/run2_FS854_CCTCGG_L005_R1_009.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662492/run2_FS854_CCTCGG_L005_R2_009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/002/ERR1662492	
ERR1662503	PRJEB15541	SAMEA4470841	ERX1732824	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1662503/ERR1662503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1662503/ERR1662503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662503/run2_FS854_CCTCGG_L006_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662503/run2_FS854_CCTCGG_L006_R2_002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/003/ERR1662503	
ERR1662504	PRJEB15541	SAMEA4470842	ERX1732825	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662504/ERR1662504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662504/ERR1662504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662504/run1_FS856_GGATGT_L006_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662504/run1_FS856_GGATGT_L006_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1662504	
ERR1662506	PRJEB15541	SAMEA4470842	ERX1732827	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1662506/ERR1662506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1662506/ERR1662506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662506/run2_FS856_GGATGT_L005_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662506/run2_FS856_GGATGT_L005_R2_002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/006/ERR1662506	
ERR1662524	PRJEB15541	SAMEA4470842	ERX1732845	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662524/ERR1662524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1662524/ERR1662524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662524/run1_FS856_GGATGT_L006_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662524/run1_FS856_GGATGT_L006_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1662524	
ERR1662527	PRJEB15541	SAMEA4470842	ERX1732848	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/007/ERR1662527/ERR1662527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/007/ERR1662527/ERR1662527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662527/run1_FS856_GGATGT_L006_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662527/run1_FS856_GGATGT_L006_R2_007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/007/ERR1662527	
ERR1662531	PRJEB15541	SAMEA4470842	ERX1732852	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662531/ERR1662531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1662531/ERR1662531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662531/run2_FS856_GGATGT_L005_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1662531/run2_FS856_GGATGT_L005_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/001/ERR1662531	
ERR1664672	PRJEB15541	SAMEA4473424	ERX1734983	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1664672/ERR1664672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1664672/ERR1664672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664672/FS841_RNA_AAGGGA_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664672/FS841_RNA_AAGGGA_L002_R2_003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/002/ERR1664672	
ERR1664673	PRJEB15541	SAMEA4473424	ERX1734984	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1664673/ERR1664673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1664673/ERR1664673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664673/FS841_RNA_AAGGGA_L002_R1_004.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664673/FS841_RNA_AAGGGA_L002_R2_004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/003/ERR1664673	
ERR1664674	PRJEB15541	SAMEA4473425	ERX1734985	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1664674/ERR1664674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1664674/ERR1664674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664674/FS844_RNA_GGACCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664674/FS844_RNA_GGACCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1664674	
ERR1664675	PRJEB15541	SAMEA4473425	ERX1734986	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1664675/ERR1664675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1664675/ERR1664675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664675/FS844_RNA_GGACCC_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664675/FS844_RNA_GGACCC_L002_R2_003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/005/ERR1664675	
ERR1664677	PRJEB15541	SAMEA4473425	ERX1734988	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/007/ERR1664677/ERR1664677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/007/ERR1664677/ERR1664677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664677/FS844_RNA_GGACCC_L002_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664677/FS844_RNA_GGACCC_L002_R2_007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/007/ERR1664677	
ERR1664684	PRJEB15541	SAMEA4473425	ERX1734995	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1664684/ERR1664684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1664684/ERR1664684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664684/FS844_RNA_GGACCC_L002_R1_010.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664684/FS844_RNA_GGACCC_L002_R2_010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1664684	
ERR1664688	PRJEB15541	SAMEA4473426	ERX1734999	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1664688/ERR1664688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1664688/ERR1664688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664688/FS848_RNA_TTCAGC_L002_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664688/FS848_RNA_TTCAGC_L002_R2_005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/008/ERR1664688	
ERR1664689	PRJEB15541	SAMEA4473426	ERX1735000	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1664689/ERR1664689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1664689/ERR1664689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664689/FS848_RNA_TTCAGC_L002_R1_007.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664689/FS848_RNA_TTCAGC_L002_R2_007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/009/ERR1664689	
ERR1664690	PRJEB15541	SAMEA4473426	ERX1735001	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/000/ERR1664690/ERR1664690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/000/ERR1664690/ERR1664690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664690/FS848_RNA_TTCAGC_L002_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664690/FS848_RNA_TTCAGC_L002_R2_002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/000/ERR1664690	
ERR1664692	PRJEB15541	SAMEA4473426	ERX1735003	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1664692/ERR1664692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1664692/ERR1664692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664692/FS848_RNA_TTCAGC_L002_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664692/FS848_RNA_TTCAGC_L002_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/002/ERR1664692	
ERR1664693	PRJEB15541	SAMEA4473427	ERX1735004	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1664693/ERR1664693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/003/ERR1664693/ERR1664693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664693/FS851_AAGGGA_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664693/FS851_AAGGGA_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/003/ERR1664693	
ERR1664694	PRJEB15541	SAMEA4473427	ERX1735005	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1664694/ERR1664694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/004/ERR1664694/ERR1664694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664694/FS851_AAGGGA_L001_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664694/FS851_AAGGGA_L001_R2_003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/004/ERR1664694	
ERR1664695	PRJEB15541	SAMEA4473427	ERX1735006	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1664695/ERR1664695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1664695/ERR1664695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664695/FS851_AAGGGA_L001_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664695/FS851_AAGGGA_L001_R2_005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/005/ERR1664695	
ERR1664699	PRJEB15541	SAMEA4473427	ERX1735010	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1664699/ERR1664699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/009/ERR1664699/ERR1664699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664699/FS851_AAGGGA_L001_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664699/FS851_AAGGGA_L001_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/009/ERR1664699	
ERR1664706	PRJEB15541	SAMEA4473428	ERX1735017	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1664706/ERR1664706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1664706/ERR1664706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664706/FS852_CCTTCA_L001_R1_006.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664706/FS852_CCTTCA_L001_R2_006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/006/ERR1664706	
ERR1664708	PRJEB15541	SAMEA4473429	ERX1735019	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1664708/ERR1664708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/008/ERR1664708/ERR1664708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664708/FS854_GGACCC_L001_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664708/FS854_GGACCC_L001_R2_002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/008/ERR1664708	
ERR1664711	PRJEB15541	SAMEA4473430	ERX1735022	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1664711/ERR1664711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/001/ERR1664711/ERR1664711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664711/FS856_TTCAGC_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664711/FS856_TTCAGC_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/001/ERR1664711	
ERR1664712	PRJEB15541	SAMEA4473430	ERX1735023	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1664712/ERR1664712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/002/ERR1664712/ERR1664712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664712/FS856_TTCAGC_L001_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664712/FS856_TTCAGC_L001_R2_002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/002/ERR1664712	
ERR1664715	PRJEB15541	SAMEA4473431	ERX1735026	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1664715/ERR1664715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/005/ERR1664715/ERR1664715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664715/FS872_RNA_CCTTCA_L002_R1_003.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664715/FS872_RNA_CCTTCA_L002_R2_003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/005/ERR1664715	
ERR1664716	PRJEB15541	SAMEA4473431	ERX1735027	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1664716/ERR1664716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/006/ERR1664716/ERR1664716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664716/FS872_RNA_CCTTCA_L002_R1_005.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664716/FS872_RNA_CCTTCA_L002_R2_005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/006/ERR1664716	
ERR1664717	PRJEB15541	SAMEA4473431	ERX1735028	652676	hydrothermal vent metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/007/ERR1664717/ERR1664717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/007/ERR1664717/ERR1664717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664717/FS872_RNA_CCTTCA_L002_R1_002.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR166/ERR1664717/FS872_RNA_CCTTCA_L002_R2_002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR166/007/ERR1664717	
